lg13	Htr-GVL-A000246	15.6
lg13	Htr-GVL-A001444	16.1
lg13	Htr-GVL-A000828	16.3
lg13	Htr-GVL-A001832	17.3
lg13	Htr-GVL-A001655	19.3
lg13	Htr-GVL-A001762	20.8
lg13	Htr-GVL-A001625	21.0
lg13	Htr-GVL-A001657	21.1
lg13	Htr-GVL-A001214	21.3
lg13	Htr-GVL-A000573	22.2
lg13	Htr-GVL-A002255	22.8
lg13	Htr-GVL-A000299	23.3
lg13	Htr-GVL-A001969	23.6
lg13	Htr-GVL-A001385	23.7
lg13	Htr-GVL-A001905	24.0
lg13	Htr-GVL-A000418	24.5
lg13	Htr-GVL-A000952	25.7
lg13	Htr-GVL-A001677	27.3
lg13	Htr-GVL-A000423	27.3
lg13	Htr-GVL-A000296	27.5
lg13	Htr-GVL-A001740	28.8
lg13	Htr-GVL-A000197	29.1
lg13	Htr-GVL-A000457	30.5
lg13	Htr-GVL-A002153	33.2
lg13	Htr-GVL-A000884	36.8
lg14	Htr-GVL-A000631	0.0
lg14	Htr-GVL-A000309	2.8
lg14	Htr-GVL-A002042	6.5
lg14	Htr-GVL-A001753	8.5
lg14	Htr-GVL-A001652	10.6
lg14	Htr-GVL-A001568	11.9
lg14	Htr-GVL-A000282	12.2
lg14	Htr-GVL-A000667	12.4
lg14	Htr-GVL-A001972	12.7
lg14	Htr-GVL-A001341	13.1
lg14	Htr-GVL-A001556	13.9
lg14	Htr-GVL-A000127	14.3
lg14	Htr-GVL-A001203	14.4
lg14	Htr-GVL-A001889	14.4
lg14	Htr-GVL-A001131	16.5
lg14	Htr-GVL-A000601	17.4
lg14	Htr-GVL-A000842	17.5
lg14	Htr-GVL-A001454	18.6
lg14	Htr-GVL-A001919	18.8
lg14	Htr-GVL-A000859	18.9
lg14	Htr-GVL-A000029	20.4
lg14	Htr-GVL-A001135	20.5
lg14	Htr-GVL-A002004	22.1
lg14	Htr-GVL-A001019	22.4
lg14	Htr-GVL-A000837	23.4
lg14	Htr-GVL-A001284	23.5
lg14	Htr-GVL-A000483	23.7
lg14	Htr-GVL-A000328	23.8
lg14	Htr-GVL-A000638	23.9
lg14	Htr-GVL-A001053	24.4
lg14	Htr-GVL-A001996	24.5
lg14	Htr-GVL-A001581	25.1
lg14	Htr-GVL-A002269	25.7
lg14	Htr-GVL-A000537	25.7
lg14	Htr-GVL-A002014	25.8
lg14	Htr-GVL-A000206	26.1
lg14	Htr-GVL-A000531	28.5
lg14	Htr-GVL-A000544	28.5
lg14	Htr-GVL-A000384	28.5
lg14	Htr-GVL-A000661	29.7
lg14	Htr-GVL-A000014	29.7
lg14	Htr-GVL-A002038	30.2
lg14	Htr-GVL-A000123	31.1
lg14	Htr-GVL-A001622	31.2
lg14	Htr-GVL-A001564	31.5
lg14	Htr-GVL-A001609	33.2
lg14	Htr-GVL-A000056	33.3
lg14	Htr-GVL-A001822	35.3
lg14	Htr-GVL-A001399	36.6
lg14	Htr-GVL-A001881	37.3
lg14	Htr-GVL-A001417	37.5
lg14	Htr-GVL-A001580	38.8
lg14	Htr-GVL-A001430	39.5
lg14	Htr-GVL-A002248	39.7
lg15	Htr-GVL-A001216	0.0
lg15	Htr-GVL-A000576	5.5
lg15	Htr-GVL-A000765	6.6
lg15	Htr-GVL-A000721	6.7
lg15	Htr-GVL-A000928	6.7
lg15	Htr-GVL-A001170	8.2
lg15	Htr-GVL-A001192	8.3
lg15	Htr-GVL-A001902	8.3
lg15	Htr-GVL-A000600	8.8
lg15	Htr-GVL-A001499	9.7
lg15	Htr-GVL-A001099	9.8
lg15	Htr-GVL-A001028	10.6
lg15	Htr-GVL-A002210	11.4
lg15	Htr-GVL-A001680	11.5
lg15	Htr-GVL-A001208	12.0
lg15	Htr-GVL-A000253	13.3
lg15	Htr-GVL-A000843	13.7
lg15	Htr-GVL-A000853	15.0
lg15	Htr-GVL-A001080	15.0
lg15	Htr-GVL-A000533	15.3
lg15	Htr-GVL-A001402	15.3
lg15	Htr-GVL-A001018	15.6
lg15	Htr-GVL-A001560	15.9
lg15	Htr-GVL-A001406	16.4
lg15	Htr-GVL-A000584	16.6
lg15	Htr-GVL-A000907	17.2
lg15	Htr-GVL-A000019	17.3
lg15	Htr-GVL-A000002	18.2
lg15	Htr-GVL-A000786	18.4
